EPA Region,State,Lake,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Analyte,Lipid Number,CAS Number,Amount,Unit 1,Unit 2,MDL,QL,Lab Qualifier Flag,SCC Code,Comments,Sort Oder
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,Eicosenoic acid,C20:1n9,29204-02-2,511.78,ug/g,ppm,3.50,10.50,,,,23
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,Eicosadienoic acid,C20:2,2091-39-6,229.11,ug/g,ppm,0.16,0.48,,,,24
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,,ug/g,ppm,2.04,6.13,U,,,25
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,125.63,ug/g,ppm,0.32,0.96,,,,26
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,Arachidonic acid,C20:4n6,506-32-1,3051.75,ug/g,ppm,0.14,0.41,,,,27
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,Eicosapentaenoic acid,C20:5n3,10417-94-4,4166.48,ug/g,ppm,0.20,0.59,,,,28
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,Heneicosanoic acid,C21:0,2363-71-5,21.10,ug/g,ppm,0.12,0.36,,,,29
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,Behenic acid,C22:0,112-85-6,33.56,ug/g,ppm,0.09,0.27,,,,30
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,Erucic acid,C22:1n9,112-86-7,45.62,ug/g,ppm,1.67,5.00,,,,31
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,Cetoleic acid,C22:1n11,1002-96-6,,ug/g,ppm,2.49,7.47,U,,,32
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,"13,16-Docosadienoic acid",C22:2,7370-49-2,,ug/g,ppm,1.84,5.51,U,,,33
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,Docosapentaenoic acid,C22:5n3,24880-45-3,1016.18,ug/g,ppm,1.29,3.88,NNR (C22:6n3),"NASA, J","No authentic standard available for calibration, result is estimated",34
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,1203.93,ug/g,ppm,2.49,7.47,,,,35
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,Tricosanoic acid,C23:0,2433-96-7,256.63,ug/g,ppm,0.15,0.44,,,,36
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,Lignoceric acid,C24:0,557-59-5,28.42,ug/g,ppm,0.09,0.27,,,,37
5,MI,Lake Huron,GLNS15-1197,795814,795814.4,Morone americana,White perch,Moronidae,P,Nervonic acid,C24:1n9,506-37-6 ,61.38,ug/g,ppm,0.63,1.89,,,,38
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Decanoic acid,C10:0,334-48-5,,ug/g,ppm,0.24,0.71,U,,,1
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Undecanoic acid,C11:0,112-37-8,,ug/g,ppm,0.24,0.71,U,,,2
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Dodecanoic acid,C12:0,143-07-7,,ug/g,ppm,0.44,1.32,U,,,3
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Tridecanoic acid,C13:0,638-53-9,15.13,ug/g,ppm,0.09,0.27,,,,4
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Myristic acid,C14:0,544-63-8,3695.37,ug/g,ppm,1.89,5.68,,,,5
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Myristoleic acid,C14:1,544-64-9,285.63,ug/g,ppm,0.18,0.54,,,,6
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Pentadecanoic acid,C15:0,1002-84-2,336.73,ug/g,ppm,0.36,1.09,,,,7
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-10-Pentadecenoic acid,C15:1,84743-29-3,23.62,ug/g,ppm,0.09,0.27,,,,8
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Palmitic acid,C16:0,57-10-3,15673.39,ug/g,ppm,6.72,20.20,,,,9
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-7-Hexadecenoic acid,C16:1,629-57-2,10366.84,ug/g,ppm,7.14,21.40,,,,10
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Heptadecanoic acid,C17:0,506-12-7,468.45,ug/g,ppm,0.33,0.99,,"HSRM, J","High standard reference material recovery, result is estimated",11
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-10-Heptadecenoic acid,C17:1,62528-80-7,9.43,ug/g,ppm,0.09,0.27,,,,12
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Stearic acid,C18:0,57-11-4,3250.33,ug/g,ppm,0.69,2.08,,,,13
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Oleic acid,C18:1n9 cis,112-80-1,26882.94,ug/g,ppm,10.60,31.80,,,,14
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Elaidic acid,C18:1n9 trans,112-79-8,43.23,ug/g,ppm,0.30,0.89,,,,15
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-Vaccenic acid,C18:1w7,693-72-1,5721.73,ug/g,ppm,2.26,6.79,NNR (C18:1n9 cis),"NASA, J","No authentic standard available for calibration, result is estimated",16
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Linoleic acid,C18:2n6 cis,60-33-3,4354.31,ug/g,ppm,1.60,4.81,,,,17
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Linolelaidic acid,C18:2 trans,506-21-8,,ug/g,ppm,0.93,2.80,U,,,18
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Linolenic acid,C18:3n3,463-40-1,2645.54,ug/g,ppm,3.50,10.50,,,,19
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,gamma-Linolenic acid,C18:3n6,506-26-3,259.03,ug/g,ppm,0.34,1.01,,,,20
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Octadecatetraenoic acid,C18:4n3,2091-28-3,1204.96,ug/g,ppm,2.49,7.47,NNR (C20:1n9),"NASA, J","No authentic standard available for calibration, result is estimated",21
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Arachidic acid,C20:0,506-30-9,134.57,ug/g,ppm,0.09,0.27,,,,22
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosenoic acid,C20:1n9,29204-02-2,1234.48,ug/g,ppm,3.50,10.50,,,,23
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosadienoic acid,C20:2,2091-39-6,1082.20,ug/g,ppm,0.16,0.48,,,,24
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,915.12,ug/g,ppm,2.04,6.13,,,,25
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,555.18,ug/g,ppm,0.32,0.96,,,,26
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Arachidonic acid,C20:4n6,506-32-1,4280.14,ug/g,ppm,0.14,0.41,,,,27
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,C20:5n3,10417-94-4,6886.45,ug/g,ppm,0.20,0.59,,,,28
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Heneicosanoic acid,C21:0,2363-71-5,63.18,ug/g,ppm,0.12,0.36,,,,29
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Behenic acid,C22:0,112-85-6,42.14,ug/g,ppm,0.09,0.27,,,,30
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Erucic acid,C22:1n9,112-86-7,191.03,ug/g,ppm,1.67,5.00,,,,31
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Cetoleic acid,C22:1n11,1002-96-6,,ug/g,ppm,2.49,7.47,U,,,32
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,"13,16-Docosadienoic acid",C22:2,7370-49-2,269.62,ug/g,ppm,1.84,5.51,,,,33
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,C22:5n3,24880-45-3,3796.08,ug/g,ppm,1.29,3.88,NNR (C22:6n3),"NASA, J","No authentic standard available for calibration, result is estimated",34
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,16643.48,ug/g,ppm,2.49,7.47,,"HSRM, J","High standard reference material recovery, result is estimated",35
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Tricosanoic acid,C23:0,2433-96-7,1985.44,ug/g,ppm,0.15,0.44,,,,36
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Lignoceric acid,C24:0,557-59-5,108.65,ug/g,ppm,0.09,0.27,,,,37
5,MI,Lake Huron,GLNS15-1199,807254,807254.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Nervonic acid,C24:1n9,506-37-6 ,369.44,ug/g,ppm,0.63,1.89,,,,38
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Decanoic acid,C10:0,334-48-5,,ug/g,ppm,0.24,0.71,U,,,1
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Undecanoic acid,C11:0,112-37-8,,ug/g,ppm,0.24,0.71,U,,,2
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Dodecanoic acid,C12:0,143-07-7,,ug/g,ppm,0.44,1.32,U,,,3
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Tridecanoic acid,C13:0,638-53-9,9.02,ug/g,ppm,0.09,0.27,,,,4
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Myristic acid,C14:0,544-63-8,2041.15,ug/g,ppm,1.89,5.68,,,,5
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Myristoleic acid,C14:1,544-64-9,204.44,ug/g,ppm,0.18,0.54,,,,6
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Pentadecanoic acid,C15:0,1002-84-2,196.11,ug/g,ppm,0.36,1.09,,,,7
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-10-Pentadecenoic acid,C15:1,84743-29-3,22.08,ug/g,ppm,0.09,0.27,,,,8
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Palmitic acid,C16:0,57-10-3,9887.79,ug/g,ppm,6.72,20.20,,,,9
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-7-Hexadecenoic acid,C16:1,629-57-2,8616.51,ug/g,ppm,7.14,21.40,,,,10
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Heptadecanoic acid,C17:0,506-12-7,339.60,ug/g,ppm,0.33,0.99,,"HSRM, J","High standard reference material recovery, result is estimated",11
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,ug/g,ppm,0.09,0.27,U,,,12
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Stearic acid,C18:0,57-11-4,2338.19,ug/g,ppm,0.69,2.08,,,,13
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Oleic acid,C18:1n9 cis,112-80-1,22398.19,ug/g,ppm,10.60,31.80,,,,14
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Elaidic acid,C18:1n9 trans,112-79-8,39.29,ug/g,ppm,0.30,0.89,,,,15
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-Vaccenic acid,C18:1w7,693-72-1,4072.44,ug/g,ppm,2.26,6.79,NNR (C18:1n9 cis),"NASA, J","No authentic standard available for calibration, result is estimated",16
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Linoleic acid,C18:2n6 cis,60-33-3,2660.93,ug/g,ppm,1.60,4.81,,,,17
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Linolelaidic acid,C18:2 trans,506-21-8,,ug/g,ppm,0.93,2.80,U,,,18
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Linolenic acid,C18:3n3,463-40-1,1414.15,ug/g,ppm,3.50,10.50,,,,19
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,gamma-Linolenic acid,C18:3n6,506-26-3,127.87,ug/g,ppm,0.34,1.01,,,,20
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Octadecatetraenoic acid,C18:4n3,2091-28-3,510.58,ug/g,ppm,2.49,7.47,NNR (C20:1n9),"NASA, J","No authentic standard available for calibration, result is estimated",21
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Arachidic acid,C20:0,506-30-9,83.44,ug/g,ppm,0.09,0.27,,,,22
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosenoic acid,C20:1n9,29204-02-2,1145.77,ug/g,ppm,3.50,10.50,,,,23
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosadienoic acid,C20:2,2091-39-6,669.69,ug/g,ppm,0.16,0.48,,,,24
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,395.14,ug/g,ppm,2.04,6.13,,,,25
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,398.12,ug/g,ppm,0.32,0.96,,,,26
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Arachidonic acid,C20:4n6,506-32-1,3684.80,ug/g,ppm,0.14,0.41,,,,27
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,C20:5n3,10417-94-4,3889.17,ug/g,ppm,0.20,0.59,,,,28
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Heneicosanoic acid,C21:0,2363-71-5,24.37,ug/g,ppm,0.12,0.36,,,,29
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Behenic acid,C22:0,112-85-6,26.24,ug/g,ppm,0.09,0.27,,,,30
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Erucic acid,C22:1n9,112-86-7,131.90,ug/g,ppm,1.67,5.00,,,,31
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Cetoleic acid,C22:1n11,1002-96-6,,ug/g,ppm,2.49,7.47,U,,,32
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,"13,16-Docosadienoic acid",C22:2,7370-49-2,,ug/g,ppm,1.84,5.51,U,,,33
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,C22:5n3,24880-45-3,3248.91,ug/g,ppm,1.29,3.88,NNR (C22:6n3),"NASA, J","No authentic standard available for calibration, result is estimated",34
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,10380.05,ug/g,ppm,2.49,7.47,,"HSRM, J","High standard reference material recovery, result is estimated",35
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Tricosanoic acid,C23:0,2433-96-7,964.31,ug/g,ppm,0.15,0.44,,,,36
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Lignoceric acid,C24:0,557-59-5,67.68,ug/g,ppm,0.09,0.27,,,,37
5,MI,Lake Huron,GLNS15-1200,807234,807234.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Nervonic acid,C24:1n9,506-37-6 ,167.72,ug/g,ppm,0.63,1.89,,,,38
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Decanoic acid,C10:0,334-48-5,,ug/g,ppm,0.24,0.71,U,,,1
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Undecanoic acid,C11:0,112-37-8,,ug/g,ppm,0.24,0.71,U,,,2
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Dodecanoic acid,C12:0,143-07-7,,ug/g,ppm,0.44,1.32,U,,,3
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Tridecanoic acid,C13:0,638-53-9,,ug/g,ppm,0.09,0.27,U,,,4
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Myristic acid,C14:0,544-63-8,481.08,ug/g,ppm,1.89,5.68,,,,5
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Myristoleic acid,C14:1,544-64-9,53.75,ug/g,ppm,0.18,0.54,,,,6
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Pentadecanoic acid,C15:0,1002-84-2,115.70,ug/g,ppm,0.36,1.09,,,,7
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,cis-10-Pentadecenoic acid,C15:1,84743-29-3,6.24,ug/g,ppm,0.09,0.27,,,,8
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Palmitic acid,C16:0,57-10-3,3805.46,ug/g,ppm,6.72,20.20,,,,9
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,cis-7-Hexadecenoic acid,C16:1,629-57-2,3537.82,ug/g,ppm,7.14,21.40,,,,10
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Heptadecanoic acid,C17:0,506-12-7,161.89,ug/g,ppm,0.33,0.99,SF,,,11
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,ug/g,ppm,0.09,0.27,U,,,12
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Stearic acid,C18:0,57-11-4,847.39,ug/g,ppm,0.69,2.08,,,,13
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Oleic acid,C18:1n9 cis,112-80-1,3490.57,ug/g,ppm,10.60,31.80,,,,14
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Elaidic acid,C18:1n9 trans,112-79-8,20.66,ug/g,ppm,0.30,0.89,,,,15
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,cis-Vaccenic acid,C18:1w7,693-72-1,1437.09,ug/g,ppm,2.26,6.79,NNR (C18:1n9 cis),"NASA, J","No authentic standard available for calibration, result is estimated",16
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Linoleic acid,C18:2n6 cis,60-33-3,921.88,ug/g,ppm,1.60,4.81,,,,17
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Linolelaidic acid,C18:2 trans,506-21-8,,ug/g,ppm,0.93,2.80,U,,,18
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Linolenic acid,C18:3n3,463-40-1,378.11,ug/g,ppm,3.50,10.50,,,,19
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,gamma-Linolenic acid,C18:3n6,506-26-3,76.49,ug/g,ppm,0.34,1.01,,,,20
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Octadecatetraenoic acid,C18:4n3,2091-28-3,,ug/g,ppm,2.49,7.47,U,,,21
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Arachidic acid,C20:0,506-30-9,53.15,ug/g,ppm,0.09,0.27,,,,22
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosenoic acid,C20:1n9,29204-02-2,265.60,ug/g,ppm,3.50,10.50,,,,23
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosadienoic acid,C20:2,2091-39-6,69.96,ug/g,ppm,0.16,0.48,,,,24
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,,ug/g,ppm,2.04,6.13,U,,,25
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,66.69,ug/g,ppm,0.32,0.96,,,,26
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Arachidonic acid,C20:4n6,506-32-1,1095.50,ug/g,ppm,0.14,0.41,,,,27
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosapentaenoic acid,C20:5n3,10417-94-4,1167.79,ug/g,ppm,0.20,0.59,,,,28
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Heneicosanoic acid,C21:0,2363-71-5,14.36,ug/g,ppm,0.12,0.36,,,,29
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Behenic acid,C22:0,112-85-6,15.05,ug/g,ppm,0.09,0.27,,,,30
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Erucic acid,C22:1n9,112-86-7,22.54,ug/g,ppm,1.67,5.00,,,,31
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Cetoleic acid,C22:1n11,1002-96-6,,ug/g,ppm,2.49,7.47,U,,,32
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,"13,16-Docosadienoic acid",C22:2,7370-49-2,,ug/g,ppm,1.84,5.51,U,,,33
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Docosapentaenoic acid,C22:5n3,24880-45-3,642.99,ug/g,ppm,1.29,3.88,NNR (C22:6n3),"NASA, J","No authentic standard available for calibration, result is estimated",34
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,688.40,ug/g,ppm,2.49,7.47,,,,35
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Tricosanoic acid,C23:0,2433-96-7,93.62,ug/g,ppm,0.15,0.44,,,,36
5,MI,Lake Huron,GLNS15-1201,795834,795834.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Lignoceric acid,C24:0,557-59-5,15.90,ug/g,ppm,0.09,0.27,,,,37
